CASEID,sharkbite,hunt_fish,scientists,education,ideology,urbanrural
363916,0,0,85,3,,small town
363961,0,1,100,3,3,city
363985,0,1,100,1,4,city
363992,0,0,100,1,,small town
364025,,,95,3,,
364063,0,1,60,4,5,small town
364070,0,1,95,6,3,small town
364094,0,0,100,8,1,suburb
364124,0,1,50,6,5,small town
364131,0,1,50,7,6,city
364148,0,0,100,8,3,city
364186,0,1,40,3,4,city
364216,0,1,40,3,,suburb
364230,0,0,85,6,3,rural
364254,0,0,100,6,1,city
364278,0,0,100,7,2,rural
364285,0,1,50,6,6,rural
364292,,,,4,4,
364308,0,0,60,3,6,suburb
364377,0,1,50,1,,city
364483,,,,3,4,
364506,0,0,100,7,3,suburb
364513,0,0,100,6,2,city
364568,0,0,100,7,2,suburb
364629,0,0,100,7,5,small town
364636,,,,5,3,
364704,0,0,100,8,2,suburb
364742,0,0,70,6,6,suburb
364759,0,1,30,3,7,small town
364766,0,0,85,6,4,suburb
364810,0,1,85,3,3,suburb
364834,1,0,100,3,4,suburb
364872,0,0,40,7,6,small town
364889,0,0,85,6,2,city
364896,0,0,70,3,,city
364926,,,,6,5,
364933,0,0,100,6,7,suburb
364971,0,0,85,6,5,suburb
364988,0,0,50,2,,city
365028,0,0,75,6,6,suburb
365059,0,1,55,2,4,small town
365066,0,0,70,7,,suburb
365103,,,100,8,2,city
365110,,,,8,6,
365196,0,1,100,6,3,suburb
365226,0,0,100,6,1,city
365264,0,0,100,4,1,city
365295,0,1,90,3,,city
365325,,,,3,2,
365332,,,100,4,7,
365370,0,0,85,3,6,small town
365394,,,,7,7,
365400,0,0,65,,,city
365448,0,0,100,6,4,small town
365455,0,0,75,8,,suburb
365516,,,,5,6,
365523,,,,6,3,
365530,0,0,100,6,5,rural
365554,0,0,85,3,2,city
365585,0,0,85,2,,city
365592,0,1,80,4,5,suburb
365660,0,1,50,8,6,suburb
365707,0,0,100,7,,city
365714,,,,7,4,
365745,0,1,50,7,6,suburb
365769,,,,3,4,
365844,0,1,0,2,,small town
365868,0,0,90,6,2,suburb
365875,0,1,50,6,5,rural
365882,0,0,100,3,7,small town
365899,0,0,50,6,7,suburb
365905,0,0,85,7,6,small town
365981,0,0,100,5,2,suburb
366007,0,0,70,2,2,city
366014,,,,6,6,
366021,0,1,60,3,6,city
366038,0,0,100,3,2,city
366052,0,0,85,2,4,suburb
366083,0,0,100,4,4,rural
366090,,,,3,4,
366113,0,0,85,3,7,city
366151,0,0,89,2,6,suburb
366175,0,0,100,2,7,rural
366199,0,0,85,7,3,city
366250,0,1,70,6,6,suburb
366274,0,0,50,6,6,suburb
366328,0,0,50,2,,rural
366380,0,0,70,8,6,city
366397,0,0,100,3,1,city
366465,0,1,85,6,6,suburb
366472,0,1,70,3,6,small town
400068,0,0,85,7,6,small town
400075,,,,4,,
400082,0,0,100,8,6,city
400099,0,0,70,3,,small town
400112,0,1,70,7,6,suburb
400136,0,0,85,4,3,suburb
400181,0,0,70,7,6,suburb
400242,,,,7,3,
400280,0,1,50,4,4,rural
400303,1,1,50,3,3,rural
400327,0,1,85,2,5,suburb
400334,0,0,70,3,6,city
400372,0,0,85,7,2,small town
400396,0,1,85,5,4,small town
400433,0,0,85,4,4,small town
400440,0,0,90,7,4,suburb
400457,0,0,90,2,4,small town
400464,0,0,50,6,4,city
400518,0,1,40,6,7,suburb
400525,0,1,100,2,,small town
400648,,,,1,,
400693,0,0,85,2,4,small town
400723,0,0,85,6,3,rural
400747,0,0,50,6,7,small town
400761,0,1,70,4,5,rural
400785,0,0,60,2,7,rural
400822,0,0,100,7,2,small town
400839,0,1,70,2,4,small town
400938,0,0,60,6,4,small town
401016,0,0,70,1,,small town
401023,0,0,70,7,6,rural
401085,0,1,60,6,4,suburb
401092,0,1,85,7,4,suburb
401108,,,,2,,
401139,,,100,7,2,
401153,0,0,95,6,2,suburb
401177,0,1,70,6,4,suburb
401207,0,0,85,5,4,suburb
401337,0,0,100,8,4,suburb
401344,0,0,70,3,4,city
401351,0,0,85,3,2,suburb
401382,0,0,90,8,3,suburb
401429,0,0,50,3,,suburb
401436,0,0,100,3,,city
401443,0,0,60,3,6,city
401467,0,0,100,5,4,suburb
401474,,,70,3,6,
401504,0,0,85,2,4,suburb
401559,0,0,85,7,6,suburb
401580,,,,4,,
401627,0,1,70,2,7,rural
401658,0,0,95,7,3,city
401726,0,1,50,5,6,small town
401740,0,0,85,6,2,city
401795,0,0,100,6,4,city
401801,0,0,85,2,5,small town
401825,0,0,90,7,2,rural
401832,0,1,100,3,5,rural
401856,0,0,100,5,6,suburb
401863,0,0,85,6,5,city
401870,0,0,100,5,3,small town
401887,,,60,3,,suburb
401931,0,0,100,3,6,suburb
401948,,,,1,3,
401955,0,0,100,7,3,city
401962,0,0,70,8,2,suburb
402095,0,0,100,,,city
402149,,,,5,5,
402156,,,,2,,
402163,0,0,100,7,,small town
402170,0,0,50,3,1,city
402187,0,0,50,2,4,small town
402217,0,0,70,7,2,suburb
402293,0,0,85,3,2,city
402309,0,1,85,3,2,suburb
402316,0,1,100,6,4,suburb
402330,0,0,85,3,4,suburb
402347,0,,44,4,6,suburb
402392,0,0,100,3,6,city
402439,0,0,100,4,,city
402446,0,0,95,3,2,suburb
402453,0,0,70,2,4,suburb
402491,,,,3,,
402507,0,1,95,6,,rural
402538,0,1,75,3,6,rural
402583,0,0,70,6,4,suburb
402590,,,,2,4,
402606,0,1,100,4,,city
402620,0,0,100,8,4,suburb
402668,,,,2,,
402682,,,,2,6,
402712,,,,3,3,
402743,0,0,60,1,2,city
402750,0,1,60,7,5,city
402828,0,0,85,3,4,suburb
402859,0,0,70,3,4,small town
402873,0,0,100,6,3,suburb
402927,0,0,80,7,5,city
402934,0,0,85,6,6,small town
402941,0,0,100,6,4,suburb
402965,0,1,50,8,5,suburb
402996,0,0,50,6,6,suburb
403005,0,0,100,6,3,city
403074,0,0,40,6,6,small town
403098,0,0,85,2,4,city
403104,0,0,85,7,3,suburb
403142,,,,6,1,
403180,0,1,85,3,2,rural
403210,0,0,90,8,3,city
403265,0,0,70,4,3,suburb
403326,0,0,85,5,5,suburb
403357,0,0,100,2,5,rural
403425,0,0,85,6,6,suburb
403449,0,0,50,1,3,city
403463,,,85,8,6,rural
403487,,,,3,,
403494,0,0,60,6,6,suburb
403500,0,1,85,6,5,city
403562,0,0,85,1,4,city
403593,0,1,100,8,6,small town
403609,0,0,85,6,4,suburb
403678,0,0,80,2,4,city
403708,0,0,60,8,,city
403722,0,0,100,3,2,small town
403777,0,0,50,4,4,city
403838,0,0,10,3,2,small town
403845,0,1,100,6,5,small town
403852,0,0,85,3,4,suburb
403876,0,0,100,8,,small town
403913,0,0,100,3,4,small town
403920,0,0,75,3,3,suburb
403944,0,0,70,6,7,small town
403951,0,0,85,3,2,small town
403968,,,,6,2,
403999,0,1,70,2,7,small town
404022,0,0,100,4,4,city
404053,0,0,85,5,2,suburb
404077,0,0,70,6,3,small town
404114,0,0,100,6,4,suburb
404121,0,0,100,3,5,small town
404138,0,0,100,6,2,suburb
404244,0,0,60,4,,small town
404268,0,0,60,4,4,small town
404336,,,,7,6,
404350,0,0,15,3,6,suburb
404381,0,0,95,6,3,suburb
404442,0,0,75,,3,suburb
404497,0,0,100,8,1,suburb
404503,0,0,100,8,4,small town
404541,0,0,100,7,4,city
404572,0,0,100,5,6,small town
404619,0,1,60,3,2,city
404626,0,0,85,6,6,small town
404657,,,,3,4,
404701,0,1,70,3,6,small town
404725,0,0,100,8,2,city
404732,0,1,85,5,6,suburb
404749,0,0,100,6,,city
404763,0,0,85,8,2,city
404831,0,0,100,6,5,small town
404879,0,0,85,3,7,small town
404930,0,1,70,4,6,rural
404985,0,0,0,3,6,city
404992,0,0,100,6,2,city
405001,0,0,95,3,2,suburb
405018,0,0,90,6,6,small town
405087,0,0,85,3,2,city
405131,0,1,85,6,5,rural
405155,0,0,100,6,4,suburb
405162,0,0,85,8,3,city
405186,0,0,40,6,6,city
405193,0,0,100,3,6,small town
405209,0,0,100,3,3,small town
405216,0,0,85,2,,city
405230,0,0,100,1,3,city
405261,0,0,70,2,6,suburb
405278,0,1,100,7,6,rural
405292,0,1,85,6,6,rural
405339,0,1,70,4,6,rural
405346,0,1,100,3,3,rural
405360,0,0,100,3,2,small town
405391,0,0,70,2,,rural
405438,0,0,100,6,4,city
405483,,,,1,4,
405490,0,0,70,2,,suburb
405506,0,0,85,7,5,small town
405544,0,0,100,7,2,city
405568,,,,7,2,
405605,0,0,90,8,4,city
405612,,,,1,,
405698,0,0,100,2,5,city
405728,,,,2,,
405735,0,0,85,3,4,suburb
405773,0,0,100,5,4,city
405780,0,0,100,6,5,rural
405810,0,0,100,6,2,rural
405889,0,1,70,4,5,suburb
405933,0,1,100,5,4,city
405995,0,0,85,5,7,small town
406035,0,1,100,6,4,small town
406059,0,0,60,2,6,suburb
406134,,,,4,7,
406141,0,0,85,6,3,city
406196,,,,3,5,
406226,0,1,60,5,5,rural
406233,0,0,85,4,4,small town
406240,0,1,60,2,6,rural
406271,0,1,90,5,4,suburb
406295,0,1,85,3,4,rural
406325,0,0,100,3,2,city
406332,0,0,50,1,3,city
406394,0,0,85,2,6,suburb
406424,0,0,85,2,5,city
406479,,,,2,4,
406509,0,0,100,2,1,small town
406516,0,1,85,6,4,small town
406523,0,1,40,2,7,city
406530,0,1,85,6,3,city
406585,0,0,,5,4,rural
406615,0,1,70,2,4,rural
406622,,,,7,4,
406653,0,0,100,3,4,city
406660,0,0,90,6,4,city
406677,0,1,80,2,6,rural
406714,,,,2,,
406752,,,,6,3,
406790,0,0,85,7,6,city
406806,0,0,85,5,6,suburb
406820,0,0,100,7,2,city
406882,0,0,100,8,2,city
406936,0,0,70,2,5,rural
406974,,,,1,,
407007,0,0,85,8,2,suburb
407052,0,0,70,3,3,city
407069,0,0,85,2,2,small town
407076,,,,2,,
407106,0,0,100,6,3,small town
407113,0,0,50,2,5,city
407137,0,1,20,2,7,rural
407175,0,0,100,3,,city
407182,0,0,55,3,5,city
407243,0,0,90,7,2,suburb
407250,,,70,3,6,
407298,,,,7,3,
407304,0,1,90,4,4,city
407335,0,0,85,5,,suburb
407366,,,,4,3,
407397,0,0,85,3,3,city
407410,0,1,100,7,4,suburb
407427,0,0,85,7,3,city
407496,0,1,100,5,4,rural
407502,0,0,100,3,4,suburb
407519,0,0,60,5,4,suburb
407595,0,1,0,8,7,rural
407601,0,0,90,3,4,small town
407618,0,0,100,3,2,suburb
407656,0,0,85,1,7,rural
407694,0,1,85,6,,suburb
407700,0,0,100,6,,small town
407717,0,0,85,3,2,suburb
407724,0,0,100,8,2,city
407731,0,0,70,7,4,suburb
407755,0,1,85,6,3,suburb
407762,0,0,100,5,4,suburb
407779,0,0,85,2,6,suburb
407816,0,0,95,8,2,city
407823,0,0,85,2,4,city
407847,0,0,80,1,,small town
407861,0,0,50,3,,small town
407953,0,0,50,3,7,city
407977,0,0,70,1,4,small town
407991,0,0,85,7,2,city
408000,0,1,50,4,4,small town
408031,0,0,85,7,4,suburb
408055,0,0,85,7,,small town
408062,0,1,100,2,4,rural
408109,1,1,100,2,3,rural
408123,0,1,50,1,4,rural
408154,,,,3,4,
408185,0,0,70,6,5,rural
408192,0,1,85,5,4,rural
408239,0,0,50,3,4,rural
408253,0,0,85,6,7,suburb
408284,0,1,100,5,4,rural
408291,,,,4,4,
408321,,,,6,4,
408390,0,1,85,1,,small town
408413,0,0,100,6,1,suburb
408420,0,1,50,5,5,rural
408444,0,1,85,,6,city
408482,,,,7,2,
408505,,,,4,5,
408543,0,1,50,7,6,suburb
408574,0,0,100,6,1,city
408598,0,0,100,3,4,suburb
408604,,,,8,,
408611,0,0,85,1,,rural
408628,0,1,65,4,,small town
408741,0,0,100,6,2,city
408758,0,1,85,7,2,suburb
408772,0,0,95,8,2,suburb
408789,0,0,50,6,4,suburb
408819,0,0,50,7,,small town
408826,0,0,100,8,2,city
408833,0,0,50,1,1,city
408864,,,,3,,
408888,0,0,100,6,2,suburb
408901,0,0,70,2,7,city
408949,0,1,,3,4,city
409010,0,0,85,7,4,city
409041,0,1,50,7,7,city
409065,0,0,100,,1,city
409089,0,0,70,6,4,small town
409096,0,1,70,3,6,suburb
409188,,,,7,6,
409195,0,0,60,6,3,small town
409232,0,1,85,4,6,suburb
409263,0,0,100,6,3,city
409270,0,0,60,3,4,small town
409331,0,0,50,3,6,suburb
409348,0,0,100,3,3,suburb
409362,0,0,60,3,6,small town
409379,,,,4,6,
409386,0,1,85,6,3,small town
409423,0,1,85,6,3,small town
409430,,,80,2,,small town
409478,0,0,0,7,,suburb
409492,0,0,50,6,,city
409508,0,0,100,2,3,city
409522,0,0,0,2,3,city
409546,0,0,60,2,7,small town
409553,0,0,100,7,3,suburb
409577,0,0,100,8,6,city
409591,0,0,100,5,5,suburb
409607,0,1,60,4,,small town
409621,,,,1,6,
409638,0,0,70,1,4,city
409652,0,0,100,7,2,city
409669,0,1,70,7,3,suburb
409683,0,1,60,4,6,small town
409720,0,1,50,3,6,rural
409744,0,0,100,1,4,rural
409751,0,0,,2,,small town
409768,0,0,100,3,6,small town
409775,0,0,50,5,4,city
409812,0,0,95,6,4,suburb
409836,0,0,100,7,4,suburb
409843,0,1,60,8,6,city
409881,0,0,100,7,3,city
409928,0,0,100,3,4,rural
409942,0,0,90,6,4,small town
409980,0,0,60,2,,city
410010,0,1,100,7,5,city
410034,0,0,100,8,3,rural
410119,0,0,85,2,6,small town
410140,0,0,60,7,4,suburb
410157,,,,2,4,
410164,0,0,100,6,1,city
410218,0,0,90,7,2,rural
410232,0,1,85,2,6,city
410249,0,1,100,2,5,city
410263,0,1,85,5,3,suburb
410324,0,0,100,6,4,city
410331,0,1,40,6,6,suburb
410355,0,1,100,2,4,small town
410362,0,1,85,7,5,city
410485,0,0,100,6,3,small town
410515,0,1,100,7,3,small town
410546,0,1,70,6,3,city
410584,0,1,60,7,6,small town
410591,0,0,90,6,3,small town
410614,0,0,85,6,3,suburb
410621,0,0,70,4,6,suburb
410645,0,1,60,3,7,small town
410676,0,0,50,3,6,small town
410690,0,0,70,3,6,small town
410706,0,0,70,4,5,small town
410751,,,,8,7,
410829,0,0,100,2,6,rural
410874,0,1,50,6,6,suburb
410904,0,0,100,2,3,suburb
410942,0,0,100,4,4,suburb
410973,0,1,85,4,7,rural
410980,0,0,60,3,,small town
411006,,,,6,6,
411020,0,0,90,6,2,suburb
411044,0,1,100,3,3,city
411051,0,1,80,6,4,small town
411075,0,0,70,6,4,suburb
411112,,,,2,6,
411129,0,1,100,8,1,city
411136,0,0,100,3,2,suburb
411143,0,0,85,2,4,small town
411174,0,1,60,4,6,rural
411181,,,,2,2,
411204,0,1,100,8,5,small town
411211,0,0,40,4,6,city
411242,0,1,60,4,7,small town
411303,0,1,100,6,5,suburb
411327,0,1,100,3,5,small town
411365,0,1,70,6,5,city
411457,0,0,85,3,4,city
411464,,,,3,4,
411471,0,0,50,3,4,small town
411495,0,0,85,6,,city
411563,0,0,50,7,4,suburb
411594,0,0,75,6,2,city
411600,0,0,100,2,1,small town
411617,0,0,50,1,,small town
411679,0,0,60,3,2,suburb
411686,0,0,100,6,2,suburb
411709,0,0,100,3,4,city
411778,0,0,85,6,6,city
411785,0,0,100,5,2,suburb
411792,,,,7,6,
411808,0,1,70,2,,small town
411815,0,0,50,3,4,small town
411822,,,,2,2,
411839,0,1,85,3,4,city
411884,0,0,60,2,,small town
411907,0,0,50,4,,suburb
411945,0,1,100,6,4,small town
411952,,,,1,7,
411976,0,0,100,3,4,city
411983,0,0,80,6,6,suburb
411990,0,0,,2,5,suburb
412016,0,0,85,,6,small town
412078,0,0,85,2,,rural
412085,0,0,90,6,2,suburb
412115,0,1,100,3,4,rural
412146,0,0,100,3,3,city
412160,0,0,70,7,4,suburb
412191,,,,7,4,
412207,,,,2,1,
412238,0,1,0,3,6,rural
412245,0,0,85,6,,suburb
412306,0,1,50,1,3,city
412313,0,0,60,5,,small town
412337,,,85,1,1,small town
412344,,,,2,4,
412382,0,0,85,2,,suburb
412429,0,0,85,3,2,city
412436,0,0,85,6,,city
412443,0,0,80,2,,city
412474,0,0,50,6,6,suburb
412504,0,1,60,6,4,rural
412559,,,,2,,
412566,0,1,50,3,4,rural
412573,0,0,85,5,4,suburb
412580,0,0,85,3,5,suburb
412597,0,0,100,4,1,small town
412603,0,0,80,1,,suburb
412610,0,0,80,4,2,suburb
412658,0,0,70,7,6,city
412665,0,0,100,5,2,city
412702,,,,6,3,
412719,0,1,0,6,,small town
412788,0,0,85,7,2,small town
412818,0,1,100,6,4,suburb
412825,0,1,70,7,6,small town
412870,,,,2,4,
412887,0,1,100,2,,city
412924,0,0,50,7,2,city
412955,0,0,50,4,6,small town
412962,0,0,60,2,7,rural
413026,0,0,70,6,3,city
413033,0,0,15,1,3,suburb
413071,0,1,100,6,2,city
413125,,,70,4,5,small town
413149,,,,3,5,
413200,0,1,85,1,,city
413217,0,0,100,8,3,small town
413231,0,1,70,7,6,suburb
413262,0,0,50,7,7,small town
413286,0,1,85,4,,city
413293,0,0,100,6,2,small town
413347,0,0,70,8,6,small town
413378,0,0,85,3,,rural
413385,0,0,80,3,2,city
413408,0,0,85,7,2,city
413415,0,0,85,6,5,suburb
413422,0,0,85,7,3,suburb
413439,0,0,70,3,6,small town
413446,0,1,50,3,,city
413491,0,0,100,6,1,city
413538,0,0,50,3,2,small town
413545,0,0,85,7,2,suburb
413613,,,50,,6,
413682,0,0,90,1,2,small town
413729,0,0,100,6,3,city
413774,0,1,100,3,4,rural
413781,0,0,100,6,2,rural
413835,0,0,40,6,6,city
413859,0,0,50,3,4,suburb
413965,0,0,85,5,4,city
414128,0,0,85,5,4,small town
414142,0,1,100,4,3,suburb
414166,0,0,70,1,,small town
414180,0,0,85,6,4,suburb
414203,,,,6,5,
414227,0,0,100,6,2,city
414258,0,0,85,6,2,small town
414296,0,0,100,3,1,small town
414302,0,1,70,1,4,suburb
414319,0,0,85,6,,city
414401,0,0,100,8,2,city
414418,0,1,100,4,5,suburb
414425,0,0,60,3,,rural
414432,0,0,90,7,1,city
414449,0,1,85,2,3,small town
414456,0,0,85,5,6,city
414470,0,0,60,6,2,city
414494,0,0,85,7,2,city
414517,0,0,100,5,4,suburb
414548,0,0,50,2,2,suburb
414586,0,1,70,6,6,rural
414609,0,1,50,2,4,rural
414616,0,0,100,6,5,suburb
414630,0,1,50,6,4,rural
414661,0,0,100,6,6,city
414692,0,1,100,3,4,suburb
414708,0,0,85,2,,city
414715,0,1,70,7,4,suburb
414753,0,0,85,2,,city
414777,,,,3,3,
414784,,,,3,6,
414791,0,0,40,6,7,small town
414814,,,85,5,4,city
414838,,,,7,5,
414869,0,0,95,4,4,small town
414890,0,0,100,2,3,rural
414906,0,1,70,3,5,rural
414913,0,0,50,6,2,suburb
414951,0,0,95,6,2,suburb
414982,0,0,50,7,4,city
414999,0,1,100,6,4,suburb
415022,,,,6,1,
415046,0,0,100,6,4,suburb
415060,0,1,85,3,3,rural
415084,0,0,99,8,4,small town
415107,0,1,75,3,5,rural
415114,0,0,50,7,6,small town
415183,,,,3,5,
415244,0,1,50,4,5,small town
415282,0,0,85,3,,city
415312,0,0,100,8,5,suburb
415329,0,0,85,2,4,small town
415343,,,,3,5,
415367,0,0,50,8,3,city
415374,0,1,50,3,2,small town
415404,0,0,85,4,5,rural
415459,0,0,70,7,4,suburb
415473,0,1,85,7,4,suburb
415480,0,0,85,3,2,city
415497,0,0,50,2,5,city
415510,0,1,60,6,5,suburb
415527,,,,1,,
415541,0,0,85,4,,small town
415602,0,0,85,3,6,city
415664,0,0,70,3,6,small town
415688,0,1,85,3,6,city
415701,0,1,100,3,5,suburb
415725,0,0,85,2,7,suburb
415749,0,0,85,2,4,suburb
415800,0,1,50,6,6,small town
415831,0,0,60,2,6,city
415879,0,0,100,5,4,small town
415886,0,1,50,2,5,rural
415909,,,,2,1,
415930,0,0,70,7,3,suburb
416018,0,0,70,6,5,suburb
416056,0,0,90,2,5,suburb
416063,0,1,100,2,,suburb
416155,0,0,70,1,,small town
416179,0,1,70,5,7,small town
416193,0,0,50,2,,city
416216,,,,5,5,
416230,0,0,80,6,2,suburb
416247,0,1,85,2,4,city
416285,0,0,50,6,4,suburb
416360,0,0,85,3,5,city
416421,0,1,85,6,4,suburb
416452,0,0,50,6,,small town
416520,0,0,100,7,4,suburb
416544,0,0,85,7,4,suburb
416551,0,1,100,3,6,suburb
416575,0,0,50,3,5,small town
416636,0,0,70,3,6,city
416681,0,0,80,4,4,city
416704,0,0,60,7,4,city
416728,0,0,50,2,4,small town
416735,0,1,90,3,6,rural
416759,0,0,100,3,3,suburb
416773,0,0,50,3,,small town
416834,0,1,95,7,4,rural
416841,0,0,85,6,7,suburb
416933,0,1,40,2,7,rural
416940,0,1,100,6,3,city
416964,0,1,100,2,4,suburb
417028,,,,5,4,
417066,0,0,70,2,,rural
417073,1,1,60,2,3,rural
417127,0,0,70,7,4,city
417134,0,0,70,7,6,small town
417158,0,0,100,6,3,city
417165,0,1,85,5,3,rural
417189,0,0,85,1,4,
417202,0,0,70,6,6,suburb
417226,1,1,50,1,3,suburb
417240,0,0,,3,,city
417295,0,0,100,6,3,suburb
417318,0,0,50,7,4,city
417370,0,0,85,2,4,small town
417387,0,0,70,2,,rural
417424,0,0,85,3,5,city
417455,0,0,85,1,,city
417462,0,0,50,2,,small town
417486,0,0,50,3,6,rural
417530,0,0,100,1,,city
417554,0,0,60,8,6,city
417578,0,1,86,3,6,city
417622,0,0,100,6,5,suburb
417653,,,,2,3,
417677,0,0,50,3,,small town
417714,,,,2,6,
417738,0,0,85,3,6,suburb
417752,0,0,75,4,4,small town
417776,0,0,100,2,1,suburb
417790,0,0,40,3,2,suburb
417882,0,0,100,2,4,small town
417905,,,,2,,
417912,0,0,85,6,3,rural
417936,0,0,50,7,6,small town
417943,0,1,90,6,6,rural
417967,0,0,100,3,7,city
417974,0,1,90,3,3,suburb
417998,,,,3,6,
418014,0,0,85,,4,suburb
418021,0,0,50,3,4,city
418038,0,1,50,3,6,small town
418069,0,1,30,2,,small town
418076,0,0,100,5,4,small town
418083,0,0,100,7,4,small town
418090,0,0,100,6,1,suburb
418106,0,0,85,6,2,city
418137,0,1,60,3,6,rural
418144,0,0,100,4,,small town
418168,0,0,85,5,4,rural
418175,0,0,100,3,2,city
418182,0,0,100,2,6,small town
418199,,,85,7,6,
418205,0,0,100,7,2,suburb
418212,,,,2,1,
418229,0,0,60,4,6,suburb
418250,0,0,100,,4,city
418267,0,1,85,7,6,suburb
418304,0,0,85,3,1,small town
418366,0,0,85,1,,city
418397,0,0,50,5,4,small town
418465,0,0,85,2,6,suburb
418472,0,0,100,6,2,small town
418489,0,1,100,1,,city
418496,0,1,100,6,4,rural
418519,0,1,70,6,6,rural
418526,,,,2,3,
418533,0,1,65,6,4,small town
418540,0,0,85,5,2,city
418557,0,1,60,5,4,rural
418571,0,0,90,7,6,suburb
418595,0,1,100,7,4,city
418601,,,,8,6,
418618,0,0,86,6,2,city
418625,0,1,70,6,,suburb
418656,0,0,100,4,4,suburb
418663,,,,3,5,
418700,0,0,85,2,,small town
418755,0,0,85,2,5,small town
418786,0,1,100,6,2,city
418816,0,0,85,7,4,suburb
418823,0,0,70,6,5,rural
418861,,,,3,1,
418878,0,0,100,3,,small town
418908,0,0,100,8,1,small town
418915,0,0,100,6,,small town
418946,0,1,80,7,5,suburb
418984,0,0,85,3,4,small town
419000,0,0,60,7,6,rural
419024,,,,6,7,
419109,0,1,60,4,4,city
419123,0,1,100,2,,small town
419192,0,0,85,6,6,suburb
419208,0,0,100,3,,suburb
419215,0,1,85,3,7,small town
419239,0,0,100,2,3,city
419291,0,0,90,3,1,suburb
419307,0,1,75,4,3,rural
419352,0,1,70,3,5,suburb
419390,0,1,75,6,5,suburb
419413,0,1,50,3,5,small town
419444,0,0,100,7,2,suburb
419451,,,85,2,,small town
419468,0,0,30,4,3,suburb
419482,0,0,100,7,3,suburb
419512,0,0,50,6,7,suburb
419550,0,0,85,2,5,suburb
419567,0,1,85,6,1,suburb
419604,0,0,75,3,2,suburb
419611,0,0,85,6,5,suburb
419710,0,0,100,6,4,suburb
419727,0,0,85,6,3,suburb
419819,0,0,85,6,5,suburb
419826,0,0,97,6,1,suburb
419833,0,0,60,6,4,suburb
419864,0,0,60,2,4,small town
419871,0,0,100,6,2,small town
419895,0,0,40,3,6,city
419932,0,1,90,2,4,rural
419956,0,1,50,2,3,small town
419970,0,0,,3,3,small town
419987,0,0,90,2,2,suburb
420000,0,0,70,3,6,small town
420109,0,0,100,6,3,suburb
420116,0,0,60,6,4,city
420147,0,1,100,6,7,small town
420161,0,0,85,3,4,small town
420208,,,,,,
420215,,,,6,4,
420239,0,1,60,5,,city
420246,0,0,50,3,3,small town
420260,0,0,70,3,4,suburb
420291,0,1,70,6,6,small town
420338,0,1,90,4,6,small town
420345,0,0,100,3,3,suburb
420352,0,1,100,4,,rural
420376,0,1,80,3,3,suburb
420390,0,0,85,2,4,suburb
420420,0,0,100,6,4,city
420499,0,1,95,6,4,suburb
420505,0,0,100,6,2,suburb
420512,0,0,100,2,4,city
420567,0,1,100,7,6,city
420581,0,0,85,3,3,city
420635,,,,4,4,
420659,0,0,60,7,6,suburb
420666,0,0,70,4,6,small town
420673,0,0,80,3,4,small town
420710,0,1,85,6,2,small town
420734,0,0,100,6,4,small town
420765,0,0,70,7,5,suburb
420772,0,1,50,2,6,small town
420789,0,1,100,2,,small town
420826,0,0,85,7,3,small town
420840,0,0,60,7,2,suburb
420888,0,0,100,2,2,rural
420918,0,0,80,7,4,suburb
420949,0,0,95,3,3,suburb
420956,0,1,60,1,,small town
421003,0,1,100,2,,small town
421034,,,100,2,2,small town
421058,0,1,100,8,2,suburb
421089,,,,7,6,
421119,0,0,40,8,7,city
421126,0,0,70,6,5,suburb
421218,0,0,85,6,6,suburb
421232,0,0,85,7,4,small town
421287,0,1,100,7,2,small town
421324,,,,6,6,
421331,0,1,60,6,6,suburb
421355,,,,2,,
421379,0,1,50,6,5,suburb
421430,0,0,85,6,4,rural
421454,0,0,85,7,3,suburb
421478,0,0,70,3,4,suburb
421508,0,0,40,4,7,small town
421553,0,0,100,3,4,suburb
421560,0,1,100,2,3,city
421577,0,0,75,7,2,city
421584,0,0,100,3,4,suburb
421591,0,1,85,3,,suburb
421614,0,0,100,7,3,small town
421621,0,1,90,3,4,rural
421652,0,1,85,1,,rural
421669,0,0,70,5,4,small town
421706,0,0,85,8,2,rural
